file_name,sent,annotate1,annotate2
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Hurrah! now we""ll have fun!""",H:H,H:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"He played with them and lost some of his money, but when it struck twelve, everything vanished from his sight.",H:N,H:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,He lay down and quietly fell asleep.,N:N,H:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,Next morning the king came to inquire after him.,N:N,H:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""How has it fared with you this time?"" asked he.",Su+:N,H:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I have been playing at ninepins,"" he answered, ""and have lost a couple of farthings.""",Sa:N,H:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Have you not shuddered then?""",Su+:N,H:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""What?"" said he, ""I have had a wonderful time!",H:H,H:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"If I did but know what it was to shudder!""",Sa:N,H:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"The third night he sat down again on his bench and said quite sadly: ""If I could but shudder.""",Sa:N,S:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"When it grew late, six tall men came in and brought a coffin.",N:N,S:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then he said: ""Ha, ha, that is certainly my little cousin, who died only a few days ago,"" and he beckoned with his finger, and cried: ""Come, little cousin, come.""",H:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"They placed the coffin on the ground, but he went to it and took the lid off, and a dead man lay therein.",N:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"He felt his face, but it was cold as ice.",D:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Wait,"" said he, ""I will warm you a little,"" and went to the fire and warmed his hand and laid it on the dead man""s face, but he remained cold.",Su-:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then he took him out, and sat down by the fire and laid him on his breast and rubbed his arms that the blood might circulate again.",Su-:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"As this also did no good, he thought to himself: ""When two people lie in bed together, they warm each other,"" and carried him to the bed, covered him over and lay down by him.",Su-:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"After a short time the dead man became warm too, and began to move.",N:N,F:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then said the youth, ""See, little cousin, have I not warmed you?""",H:N,F:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"The dead man, however, got up and cried: ""Now will I strangle you.""",A:A,F:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""What!"" said he, ""is that the way you thank me?",A:Su-,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"You shall at once go into your coffin again,"" and he took him up, threw him into it, and shut the lid.",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,Then came the six men and carried him away again.,N:N,A:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I cannot manage to shudder,"" said he.",A:N,A:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I shall never learn it here as long as I live.""",Sa:N,S:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then a man entered who was taller than all others, and looked terrible.",N:N,S:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"He was old, however, and had a long white beard.",N:N,S:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""You wretch,"" cried he, ""you shall soon learn what it is to shudder, for you shall die.""",A:A,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Not so fast,"" replied the youth.",A:N,F:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""If I am to die, I shall have to have a say in it.""",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I will soon seize you,"" said the fiend.",A:A,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Softly, softly, do not talk so big.",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"I am as strong as you are, and perhaps even stronger.""",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""We shall see,"" said the old man.",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""If you are stronger, I will let you go--come, we will try.""",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then he led him by dark passages to a smith""s forge, took an axe, and with one blow struck an anvil into the ground.",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I can do better than that,"" said the youth, and went to the other anvil.",A:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"The old man placed himself near and wanted to look on, and his white beard hung down.",N:N,A:F
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then the youth seized the axe, split the anvil with one blow, and in it caught the old man""s beard.",A:N,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Now I have you,"" said the youth.",H:N,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Now it is your turn to die.""",A:N,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then he seized an iron bar and beat the old man till he moaned and entreated him to stop, when he would give him great riches.",A:N,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,The youth drew out the axe and let him go.,Su+:N,A:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"The old man led him back into the castle, and in a cellar showed him three chests full of gold.",H:N,H:-
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Of these,"" said he, ""one part is for the poor, the other for the king, the third yours.""",N:N,H:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"In the meantime it struck twelve, and the spirit disappeared, so that the youth stood in darkness.",H:N,H:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""I shall still be able to find my way out,"" said he, and felt about, found the way into the room, and slept there by his fire.",H:N,H:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Next morning the king came and said: ""Now you must have learnt what shuddering is?""",N:N,H:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""No,"" he answered; ""what can it be?",Sa:N,H:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"My dead cousin was here, and a bearded man came and showed me a great deal of money down below, but no one told me what it was to shudder.""",Sa:N,S:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""Then,"" said the king, ""you have saved the castle, and shall marry my daughter.""",H:N,H:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"""That is all very well,"" said he, ""but still I do not know what it is to shudder!""",Sa:N,S:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then the gold was brought up and the wedding celebrated; but howsoever much the young king loved his wife, and however happy he was, he still said always: ""If I could but shudder--if I could but shudder.""",H:N,S:H
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,And this at last angered her.,A:A,S:A
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Her waiting-maid said: ""I will find a cure for him; he shall soon learn what it is to shudder.""",A:N,S:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"She went out to the stream which flowed through the garden, and had a whole bucketful of gudgeons brought to her.",N:N,S:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"At night when the young king was sleeping, his wife was to draw the clothes off him and empty the bucket full of cold water with the gudgeons in it over him, so that the little fishes would sprawl about him.",A:N,S:N
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Then he woke up and cried: ""Oh, what makes me shudder so?-- what makes me shudder so, dear wife?",F:Su-,F:+
the_story_of_the_youth_who_went_forth_to_learn_what_fear_was.emmood,"Ah! now I know what it is to shudder!""",H:H,H:H
briar_rose.emmood,"A king and queen once upon a time reigned in a country a great way off, where there were in those days fairies.",N:N,N:N
briar_rose.emmood,"Now this king and queen had plenty of money, and plenty of fine clothes to wear, and plenty of good things to eat and drink, and a coach to ride out in every day: but though they had been married many years they had no children, and this grieved them very much indeed.",Sa:Sa,S:S
briar_rose.emmood,"But one day as the queen was walking by the side of the river, at the bottom of the garden, she saw a poor little fish, that had thrown itself out of the water, and lay gasping and nearly dead on the bank.",F:Sa,F:S
briar_rose.emmood,"Then the queen took pity on the little fish, and threw it back again into the river; and before it swam away it lifted its head out of the water and said, ""I know what your wish is, and it shall be fulfilled, in return for your kindness to me--you will soon have a daughter.""",H:H,H:H
briar_rose.emmood,"What the little fish had foretold soon came to pass; and the queen had a little girl, so very beautiful that the king could not cease looking on it for joy, and said he would hold a great feast and make merry, and show the child to all the land.",H:H,H:H
briar_rose.emmood,"So he asked his kinsmen, and nobles, and friends, and neighbours.",N:N,N:H
briar_rose.emmood,"But the queen said, ""I will have the fairies also, that they might be kind and good to our little daughter.""",N:N,N:H
briar_rose.emmood,"Now there were thirteen fairies in the kingdom; but as the king and queen had only twelve golden dishes for them to eat out of, they were forced to leave one of the fairies without asking her.",N:N,N:N
briar_rose.emmood,"So twelve fairies came, each with a high red cap on her head, and red shoes with high heels on her feet, and a long white wand in her hand: and after the feast was over they gathered round in a ring and gave all their best gifts to the little princess.",N:H,N:H
briar_rose.emmood,"One gave her goodness, another beauty, another riches, and so on till she had all that was good in the world.",N:N,N:H
briar_rose.emmood,"Just as eleven of them had done blessing her, a great noise was heard in the courtyard, and word was brought that the thirteenth fairy was come, with a black cap on her head, and black shoes on her feet, and a broomstick in her hand: and presently up she came into the dininghall.",N:A,N:A
briar_rose.emmood,"Now, as she had not been asked to the feast she was very angry, and scolded the king and queen very much, and set to work to take her revenge.",A:A,A:A
briar_rose.emmood,"So she cried out, ""The king""s daughter shall, in her fifteenth year, be wounded by a spindle, and fall down dead.""",A:A,A:A
briar_rose.emmood,"Then the twelfth of the friendly fairies, who had not yet given her gift, came forward, and said that the evil wish must be fulfilled, but that she could soften its mischief; so her gift was, that the king""s daughter, when the spindle wounded her, should not really die, but should only fall asleep for a hundred years.",N:Sa,N:S
briar_rose.emmood,"However, the king hoped still to save his dear child altogether from the threatened evil; so he ordered that all the spindles in the kingdom should be bought up and burnt.",F:F,F:F
briar_rose.emmood,"But all the gifts of the first eleven fairies were in the meantime fulfilled; for the princess was so beautiful, and well behaved, and good, and wise, that everyone who knew her loved her.",N:N,N:H
briar_rose.emmood,"It happened that, on the very day she was fifteen years old, the king and queen were not at home, and she was left alone in the palace.",N:N,N:N
briar_rose.emmood,"So she roved about by herself, and looked at all the rooms and chambers, till at last she came to an old tower, to which there was a narrow staircase ending with a little door.",N:N,N:N
briar_rose.emmood,"In the door there was a golden key, and when she turned it the door sprang open, and there sat an old lady spinning away very busily.",N:Su-,N:-
briar_rose.emmood,"""Why, how now, good mother,"" said the princess; ""what are you doing there?""",N:Su-,N:-
briar_rose.emmood,"""Spinning,"" said the old lady, and nodded her head, humming a tune, while buzz! went the wheel.",N:N,N:N
briar_rose.emmood,"""How prettily that little thing turns round!"" said the princess, and took the spindle and began to try and spin.",H:N,H:N
briar_rose.emmood,"But scarcely had she touched it, before the fairy""s prophecy was fulfilled; the spindle wounded her, and she fell down lifeless on the ground.",N:Sa,N:S
briar_rose.emmood,"However, she was not dead, but had only fallen into a deep sleep; and the king and the queen, who had just come home, and all their court, fell asleep too; and the horses slept in the stables, and the dogs in the court, the pigeons on the house-top, and the very flies slept upon the walls.",N:Su-,N:S
briar_rose.emmood,"Even the fire on the hearth left off blazing, and went to sleep; the jack stopped, and the spit that was turning about with a goose upon it for the king""s dinner stood still; and the cook, who was at that moment pulling the kitchen-boy by the hair to give him a box on the ear for something he had done amiss, let him go, and both fell asleep; the butler, who was slyly tasting the ale, fell asleep with the jug at his lips: and thus everything stood still, and slept soundly.",N:Su-,N:-
briar_rose.emmood,"A large hedge of thorns soon grew round the palace, and every year it became higher and thicker; till at last the old palace was surrounded and hidden, so that not even the roof or the chimneys could be seen.",N:N,N:S
briar_rose.emmood,"But there went a report through all the land of the beautiful sleeping Briar Rose (for so the king""s daughter was called): so that, from time to time, several kings"" sons came, and tried to break through the thicket into the palace.",N:N,N:N
briar_rose.emmood,"This, however, none of them could ever do; for the thorns and bushes laid hold of them, as it were with hands; and there they stuck fast, and died wretchedly.",N:Sa,N:S
briar_rose.emmood,"After many, many years there came a king""s son into that land: and an old man told him the story of the thicket of thorns; and how a beautiful palace stood behind it, and how a wonderful princess, called Briar Rose, lay in it asleep, with all her court.",N:N,N:S
briar_rose.emmood,"He told, too, how he had heard from his grandfather that many, many princes had come, and had tried to break through the thicket, but that they had all stuck fast in it, and died.",N:N,N:S
briar_rose.emmood,"Then the young prince said, ""All this shall not frighten me; I will go and see this Briar Rose.""",N:N,N:N
briar_rose.emmood,"The old man tried to hinder him, but he was bent upon going.",N:F,N:F
briar_rose.emmood,"Now that very day the hundred years were ended; and as the prince came to the thicket he saw nothing but beautiful flowering shrubs, through which he went with ease, and they shut in after him as thick as ever.",N:Su+,H:+
briar_rose.emmood,"Then he came at last to the palace, and there in the court lay the dogs asleep; and the horses were standing in the stables; and on the roof sat the pigeons fast asleep, with their heads under their wings.",N:N,N:N
briar_rose.emmood,"And when he came into the palace, the flies were sleeping on the walls; the spit was standing still; the butler had the jug of ale at his lips, going to drink a draught; the maid sat with a fowl in her lap ready to be plucked; and the cook in the kitchen was still holding up her hand, as if she was going to beat the boy.",N:N,N:N
briar_rose.emmood,"Then he went on still farther, and all was so still that he could hear every breath he drew; till at last he came to the old tower, and opened the door of the little room in which Briar Rose was; and there she lay, fast asleep on a couch by the window.",N:N,N:N
briar_rose.emmood,"She looked so beautiful that he could not take his eyes off her, so he stooped down and gave her a kiss.",H:H,H:H
briar_rose.emmood,"But the moment he kissed her she opened her eyes and awoke, and smiled upon him; and they went out together; and soon the king and queen also awoke, and all the court, and gazed on each other with great wonder.",H:H,H:H
briar_rose.emmood,"And the horses shook themselves, and the dogs jumped up and barked; the pigeons took their heads from under their wings, and looked about and flew into the fields; the flies on the walls buzzed again; the fire in the kitchen blazed up; round went the jack, and round went the spit, with the goose for the king""s dinner upon it; the butler finished his draught of ale; the maid went on plucking the fowl; and the cook gave the boy the box on his ear.",N:Su+,H:+
briar_rose.emmood,"And then the prince and Briar Rose were married, and the wedding feast was given; and they lived happily together all their lives long.",H:H,H:H
91_the_gnome.emmood,"There was once upon a time a rich King who had three daughters, who daily went to walk in the palace garden, and the King was a great lover of all kinds of fine trees, but there was one for which he had such an affection, that if anyone gathered an apple from it he wished him a hundred fathoms underground.",N:N,N:N
91_the_gnome.emmood,"And when harvest time came, the apples on this tree were all as red as blood.",N:N,N:N
91_the_gnome.emmood,"The three daughters went every day beneath the tree, and looked to see if the wind had not blown down an apple, but they never by any chance found one, and the tree was so loaded with them that it was almost breaking, and the branches hung down to the ground.",N:N,N:N
91_the_gnome.emmood,"Then the King""s youngest child had a great desire for an apple, and said to her sisters, ""Our father loves us far too much to wish us underground, it is my belief that he would only do that to people who were strangers.""",N:N,N:N
91_the_gnome.emmood,"And while she was speaking, the child plucked off quite a large apple, and ran to her sisters, saying, ""Just taste, my dear little sisters, for never in my life have I tasted anything so delightful.""",H:H,H:H
91_the_gnome.emmood,"Then the two other sisters also ate some of the apple, whereupon all three sank deep down into the earth, where they could hear no cock crow.",Su-:N,-:S
91_the_gnome.emmood,"When mid-day came, the King wished to call them to come to dinner, but they were nowhere to be found.",Su-:N,-:-
91_the_gnome.emmood,"He sought them everywhere in the palace and garden, but could not find them.",N:N,-:S
91_the_gnome.emmood,"Then he was much troubled, and made known to the whole land that whosoever brought his daughters back again should have one of them to wife.",Sa:Sa,S:S
91_the_gnome.emmood,"Hereupon so many young men went about the country in search, that there was no counting them, for every one loved the three children because they were so kind to all, and so fair of face.",N:N,N:S
91_the_gnome.emmood,"Three young huntsmen also went out, and when they had travelled about for eight days, they arrived at a great castle, in which were beautiful apartments, and in one room a table was laid on which were delicate dishes which were still so warm that they were smoking, but in the whole of the castle no human being was either to be seen or heard.",N:N,N:N
91_the_gnome.emmood,"They waited there for half a day, and the food still remained warm and smoking, and at length they were so hungry that they sat down and ate, and agreed with each other that they would stay and live in that castle, and that one of them, who should be chosen by casting lots, should remain in the house, and the two others seek the King""s daughters.",N:N,N:N
91_the_gnome.emmood,"They cast lots, and the lot fell on the eldest; so next day the two younger went out to seek, and the eldest had to stay home.",N:N,N:N
91_the_gnome.emmood,"At mid-day came a small, small mannikin and begged for a piece of bread, then the huntsman took the bread which he had found there, and cut a round off the loaf and was about to give it to him, but whilst he was giving it to the mannikin, the latter let it fall, and asked the huntsman to be so good as to give him that piece again.",N:N,N:N
91_the_gnome.emmood,"The huntsman was about to do so and stooped, on which the mannikin took a stick, seized him by the hair, and gave him a good beating.",Su-:N,-:-
91_the_gnome.emmood,"Next day, the second stayed at home, and he fared no better.",N:N,N:S
91_the_gnome.emmood,"When the two others returned in the evening, the eldest said, ""Well, how have you got on?""",N:N,N:N
91_the_gnome.emmood,"""Oh, very badly,"" said he, and then they lamented their misfortune together, but they said nothing about it to the youngest, for they did not like him at all, and always called him Stupid Hans, because he did not exactly belong to the forest.",Sa:Sa,N:S
91_the_gnome.emmood,"On the third day, the youngest stayed at home, and again the little mannikin came and begged for a piece of bread.",N:N,N:N
91_the_gnome.emmood,"When the youth gave it to him, the elf let it fall as before, and asked him to be so good as to give him that piece again.",N:N,N:N
91_the_gnome.emmood,"Then said Hans to the little mannikin, ""What! canst thou not pick up that piece thyself?",D:N,D:N
91_the_gnome.emmood,"If thou wilt not take as much trouble as that for thy daily bread, thou dost not deserve to have it.""",D:N,D:A
91_the_gnome.emmood,"Then the mannikin grew very angry and said he was to do it, but the huntsman would not, and took my dear mannikin, and gave him a thorough beating.",A:A,A:A
91_the_gnome.emmood,"Then the mannikin screamed terribly, and cried, ""Stop, stop, and let me go, and I will tell thee where the King""s daughters are.""",F:F,F:F
91_the_gnome.emmood,"When Hans heard that, he left off beating him and the mannikin told him that he was an earth mannikin, and that there were more than a thousand like him, and that if he would go with him he would show him where the King""s daughters were.",N:N,N:N
91_the_gnome.emmood,"Then he showed him a deep well, but there was no water in it.",N:N,N:N
91_the_gnome.emmood,"And the elf said that he knew well that the companions Hans had with him did not intend to deal honourably with him, therefore if he wished to deliver the King""s children, he must do it alone.",N:N,N:A
91_the_gnome.emmood,"The two other brothers would also be very glad to recover the King""s daughters, but they did not want to have any trouble or danger.",N:F,N:F
91_the_gnome.emmood,"Hans was therefore to take a large basket, and he must seat himself in it with his hanger and a bell, and be let down.",N:N,N:N
91_the_gnome.emmood,"Below were three rooms, and in each of them was a princess, with a many-headed dragon, whose heads she was to comb and trim, but he must cut them off.",N:N,N:N
91_the_gnome.emmood,"And having said all this, the elf vanished.",N:N,N:N
91_the_gnome.emmood,"When it was evening the two brothers came and asked how he had got on, and he said, ""pretty well so far,"" and that he had seen no one except at mid-day when a little mannikin had come and begged for a piece of bread, that he had given some to him, but that the mannikin had let it fall and had asked him to pick it up again; but as he did not choose to do that, the elf had begun to lose his temper, and that he had done what he ought not, and had given the elf a beating, on which he had told him where the King""s daughters were.",N:N,N:N
91_the_gnome.emmood,Then the two were so angry at this that they grew green and yellow.,A:A,A:A
91_the_gnome.emmood,"Next morning they went to the well together, and drew lots who should first seat himself in the basket, and again the lot fell on the eldest, and he was to seat himself in it, and take the bell with him.",N:N,N:N
91_the_gnome.emmood,"Then he said, ""If I ring, you must draw me up again immediately.""",N:N,N:N
91_the_gnome.emmood,"When he had gone down for a short distance, he rang, and they at once drew him up again.",N:N,N:N
91_the_gnome.emmood,"Then the second seated himself in the basket, but he did just the same as the first, and then it was the turn of the youngest, but he let himself be lowered quite to the bottom.",N:N,N:N
91_the_gnome.emmood,"When he had got out of the basket, he took his hanger, and went and stood outside the first door and listened, and heard the dragon snoring quite loudly.",N:N,N:N
91_the_gnome.emmood,"He opened the door slowly, and one of the princesses was sitting there, and had nine dragon""s heads lying upon her lap, and was combing them.",N:N,N:N
91_the_gnome.emmood,"Then he took his hanger and hewed at them, and the nine fell off.",N:N,N:N
91_the_gnome.emmood,"The princess sprang up, threw her arms round his neck, embraced and kissed him repeatedly, and took her stomacher, which was made of pure gold, and hung it round his neck.",H:H,H:H
91_the_gnome.emmood,"Then he went to the second princess, who had a dragon with five heads to comb, and delivered her also, and to the youngest, who had a dragon with four heads, he went likewise.",N:N,H:H
91_the_gnome.emmood,"And they all rejoiced, and embraced him and kissed him without stopping.",H:H,H:H
91_the_gnome.emmood,"Then he rang very loud, so that those above heard him, and he placed the princesses one after the other in the basket, and had them all drawn up, but when it came to his own turn he remembered the words of the elf, who had told him that his comrades did not mean well by him.",N:N,N:F
91_the_gnome.emmood,"So he took a great stone which was lying there, and placed it in the basket, and when it was about half way up, his false brothers above cut the rope, so that the basket with the stone fell to the ground, and they thought that he was dead, and ran away with the three princesses, making them promise to tell their father that it was they who had delivered them, and then they went to the King, and each demanded a princess in marriage.",N:N,N:S
91_the_gnome.emmood,"In the meantime the youngest huntsman was wandering about the three chambers in great trouble, fully expecting to have to end his days there, when he saw, hanging on the wall, a flute; then said he, ""Why dost thou hang there, no one can be merry here?""",Su+:Sa,+:S
91_the_gnome.emmood,"He looked at the dragons, heads likewise and said, ""You too cannot help me now.""",Sa:N,S:S
91_the_gnome.emmood,He walked backwards and forwards for such a long time that he made the surface of the ground quite smooth.,N:N,N:S
91_the_gnome.emmood,"But at last other thoughts came to his mind, and he took the flute from the wall, and played a few notes on it, and suddenly a number of elves appeared, and with every note that he sounded one more came.",N:N,N:+
91_the_gnome.emmood,Then he played until the room was entirely filled.,N:N,N:+
91_the_gnome.emmood,"They all asked what he desired, so he said he wished to get above ground back to daylight, on which they seized him by every hair that grew on his head, and thus they flew with him onto the earth again.",N:N,N:+
91_the_gnome.emmood,"When he was above ground, he at once went to the King""s palace, just as the wedding of one princess was about to be celebrated, and he went to the room where the King and his three daughters were.",N:N,N:N
91_the_gnome.emmood,When the princesses saw him they fainted.,Su+:Su+,+:+
91_the_gnome.emmood,"Hereupon the King was angry, and ordered him to be put in prison at once, because he thought he must have done some injury to the children.",A:A,A:A
91_the_gnome.emmood,"When the princesses came to themselves, however, they entreated the King to set him free again.",N:N,N:N
91_the_gnome.emmood,"The King asked why, and they said that they were not allowed to tell that, but their father said that they were to tell it to the stove.",N:N,N:N
91_the_gnome.emmood,"And he went out, listened at the door, and heard everything.",N:N,N:N
91_the_gnome.emmood,"Then he caused the two brothers to be hanged on the gallows, and to the third he gave his youngest daughter, and on that occasion I wore a pair of glass shoes, and I struck them against a stone, and they said, ""Klink,"" and were broken.",A:N,A:H
cat_and_mouse_in_partnership.emmood,"A certain cat had made the acquaintance of a mouse, and had said so much to her about the great love and friendship she felt for her, that at length the mouse agreed that they should live and keep house together.",H:H,H:H
cat_and_mouse_in_partnership.emmood,"""But we must make a provision for winter, or else we shall suffer from hunger,"" said the cat; ""and you, little mouse, cannot venture everywhere, or you will be caught in a trap some day.""",N:F,N:F
cat_and_mouse_in_partnership.emmood,"The good advice was followed, and a pot of fat was bought, but they did not know where to put it.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"At length, after much consideration, the cat said: ""I know no place where it will be better stored up than in the church, for no one dares take anything away from there.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"We will set it beneath the altar, and not touch it until we are really in need of it.""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"So the pot was placed in safety, but it was not long before the cat had a great yearning for it, and said to the mouse: ""I want to tell you something, little mouse; my cousin has brought a little son into the world, and has asked me to be godmother; he is white with brown spots, and I am to hold him over the font at the christening.",H:Sa,N:N
cat_and_mouse_in_partnership.emmood,"Let me go out today, and you look after the house by yourself.""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Yes, yes,"" answered the mouse, ""by all means go, and if you get anything very good to eat, think of me.",N:H,N:N
cat_and_mouse_in_partnership.emmood,"I should like a drop of sweet red christening wine myself.""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"All this, however, was untrue; the cat had no cousin, and had not been asked to be godmother.",N:Su-,N:-
cat_and_mouse_in_partnership.emmood,"She went straight to the church, stole to the pot of fat, began to lick at it, and licked the top of the fat off.",N:N,N:-
cat_and_mouse_in_partnership.emmood,"Then she took a walk upon the roofs of the town, looked out for opportunities, and then stretched herself in the sun, and licked her lips whenever she thought of the pot of fat, and not until it was evening did she return home.",N:H,N:H
cat_and_mouse_in_partnership.emmood,"""Well, here you are again,"" said the mouse, ""no doubt you have had a merry day.""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""All went off well,"" answered the cat.",H:H,H:H
cat_and_mouse_in_partnership.emmood,"""What name did they give the child?""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Top off!"" said the cat quite coolly.",A:N,A:N
cat_and_mouse_in_partnership.emmood,"""Top off!"" cried the mouse, ""that is a very odd and uncommon name, is it a usual one in your family?""",Su-:Su-,-:-
cat_and_mouse_in_partnership.emmood,"""What does that matter,"" said the cat, ""it is no worse than Crumb-stealer, as your godchildren are called.""",A:A,A:A
cat_and_mouse_in_partnership.emmood,Before long the cat was seized by another fit of yearning.,H:Sa,H:S
cat_and_mouse_in_partnership.emmood,"She said to the mouse: ""You must do me a favour, and once more manage the house for a day alone.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"I am again asked to be godmother, and, as the child has a white ring round its neck, I cannot refuse.""",N:N,H:N
cat_and_mouse_in_partnership.emmood,"The good mouse consented, but the cat crept behind the town walls to the church, and devoured half the pot of fat.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Nothing ever seems so good as what one keeps to oneself,"" said she, and was quite satisfied with her day""s work.",H:H,H:H
cat_and_mouse_in_partnership.emmood,"When she went home the mouse inquired: ""And what was the child christened?""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Half-done,"" answered the cat.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Half-done!",N:N,N:N
cat_and_mouse_in_partnership.emmood,What are you saying?,N:Su-,N:-
cat_and_mouse_in_partnership.emmood,"I never heard the name in my life, I""ll wager anything it is not in the calendar!""",Su-:Su-,-:-
cat_and_mouse_in_partnership.emmood,"The cat""s mouth soon began to water for some more licking.",H:Sa,H:S
cat_and_mouse_in_partnership.emmood,"""All good things go in threes,"" said she, ""I am asked to stand godmother again.",N:N,N:N
cat_and_mouse_in_partnership.emmood,"The child is quite black, only it has white paws, but with that exception, it has not a single white hair on its whole body; this only happens once every few years, you will let me go, won""t you?""",N:N,N:N
cat_and_mouse_in_partnership.emmood,"""Topoff!",N:F,N:F
cat_and_mouse_in_partnership.emmood,"Half-done!"" answered the mouse, ""they are such odd names, they make me very thoughtful.""",N:F,N:F
cat_and_mouse_in_partnership.emmood,"""You sit at home,"" said the cat, ""in your dark-grey fur coat and long tail, and are filled with fancies, that""s because you do not go out in the daytime.""",A:D,A:D
cat_and_mouse_in_partnership.emmood,"During the cat""s absence the mouse cleaned the house, and put it in order, but the greedy cat entirely emptied the pot of fat.",N:Sa,N:S
cat_and_mouse_in_partnership.emmood,"""When everything is eaten up one has some peace,"" said she to herself, and well filled and fat she did not return home till night.",H:H,H:H
